title,url,datetime,region,content,country,region_new,region_clean,Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,vader_predict,roberta_predict
"Tuesday’s Daily Brief: Israeli settlements, Sahel crisis, Iran protests, reconciliation for peace, World Toilet Day",https://news.un.org/en/story/2019/11/1051741,2019-11-19 12:00:00+00:00,Global,"A recap of Tuesday’s stories in brief: UN ‘regret’ over US settlements reversal; Almost daily attacks plunge Sahel into ‘three-country crisis’;  live ammunition reportedly used against Iranian protesters; reconciliation helps ‘repair fractures’, promote peace; call for poorest countries to take leading role in their own development agendas; and World Toilet Day.",IL,Middle East,Global,66,0.279,0.558,0.163,-0.3612,0.3624417,0.6146102,0.022948124,negative,neutral
UN updates guidelines to ensure successful return to civilian life for former combatants,https://news.un.org/en/story/2019/11/1051701,2019-11-19 12:00:00+00:00,,"Increasing hurdles which prevent former combatants from returning to a peaceful civilian life have prompted the UN to update its standard practices, in an effort to ensure they remain “fit-for-purpose for years to come”.",Unknown,Unknown,Unknown,67,0.0,0.632,0.368,0.7506,0.019936927,0.69874245,0.2813206,positive,neutral
UN ‘regrets’ new US position on legality of Israeli settlements,https://news.un.org/en/story/2019/11/1051711,2019-11-19 12:00:00+00:00,Middle East,"The longstanding position of the UN regarding Israeli settlements in Occupied Palestinian Territory – that they are in breach of international law – is unchanged, Spokesperson Stéphane Dujarric said during a press briefing on Tuesday in New York, reacting to the policy reversal announced by the United States.",IL,Middle East,Middle East,68,0.0,1.0,0.0,0.0,0.53337574,0.45621228,0.010412021,neutral,negative
"Reconciliation helps ‘repair fractures’, enable lasting peace, Security Council hears",https://news.un.org/en/story/2019/11/1051691,2019-11-19 12:00:00+00:00,Global,The UN Security Council this Tuesday has been debating what one activist labeled “the toughest and arguably most important part of the peace-building cycle”: reconciliation.,Unknown,Unknown,Global,69,0.0,0.452,0.548,0.8176,0.011491933,0.45427513,0.534233,positive,positive
"‘Three-country crisis’ across central Sahel puts whole generation at risk, warns UN food agency",https://news.un.org/en/story/2019/11/1051671,2019-11-19 12:00:00+00:00,Africa,"Violent attacks by extremists “almost every day” in the Sahel nations of Mali, Niger and Burkina Faso have displaced nearly one million people and caused emergency levels of malnutrition, UN humanitarians have said.",Unknown,Unknown,Africa,70,0.226,0.774,0.0,-0.3612,0.83660775,0.15863597,0.0047562798,negative,negative
"Libya ‘in race against time’, but dissolving conflict ‘a realistic prospect’, Security Council hears",https://news.un.org/en/story/2019/11/1051621,2019-11-18 12:00:00+00:00,Africa,"A recent resurgence of violence in Tripoli, means Libya is “ever more in a race against time” to reach peace, however, agreeing the way forward to ending the conflict “is a realistic prospect”, the top UN official in the country told the Security Council on Monday.",Libya,Africa,Africa,71,0.163,0.665,0.172,0.0387,0.171844,0.79515946,0.032996576,neutral,neutral
"At UN, Middle East countries discuss steps towards regional nuclear-free zone",https://news.un.org/en/story/2019/11/1051601,2019-11-18 12:00:00+00:00,Middle East,Representatives from across the Middle East are meeting at UN Headquarters this week in efforts to negotiate a legally binding treaty establishing a regional zone free of nuclear weapons and other weapons of mass destruction.,Unknown,Middle East,Middle East,72,0.0,1.0,0.0,0.0,0.01591894,0.91199404,0.07208697,neutral,neutral
"Repression, use of force risk worsening Bolivia crisis: UN human rights chief",https://news.un.org/en/story/2019/11/1051531,2019-11-16 12:00:00+00:00,Americas,The UN High Commissioner for Human Rights is urging authorities in Bolivia to ensure security forces comply with international standards on the use of force following the deaths of at least five protestors on Friday.,Bolivia,Americas,Americas,73,0.596,0.404,0.0,-0.8957,0.85191756,0.14489532,0.0031871651,negative,negative
"Friday's Daily Brief: Security Council resolutions on CAR and Somalia, ICC to probe crimes against Rohingya, Tolerance Day, Americas migrant deaths, Ebola",https://news.un.org/en/story/2019/11/1051471,2019-11-15 12:00:00+00:00,Global,"A recap of Friday’s main stories: The Security Council adopts resolutions on Central African Republic and Somalia: ICC to investigate crimes against Rohingya; UNESCO marks International Day for Tolerance; rise in migrant deaths in the Americas, and encouraging news on Ebola in the DRC.",Somalia,Africa,Global,74,0.0,0.813,0.187,0.5574,0.2518004,0.73098326,0.017216299,positive,neutral
Renewal of cross-border aid operation critical to northern Syria: UN relief chief,https://news.un.org/en/story/2019/11/1051421,2019-11-14 12:00:00+00:00,Middle East,The top UN humanitarian official was in the Security Council on Wednesday to appeal for the renewal of an operation that delivers life-saving food and other aid relief to some four million civilians in northern Syria.,SY,Middle East,Middle East,75,0.149,0.649,0.201,0.2023,0.042304866,0.91325015,0.04444495,positive,neutral
"Bolivia crisis: UN chief sends envoy to support peace, amidst renewed clashes",https://news.un.org/en/story/2019/11/1051401,2019-11-14 12:00:00+00:00,Americas,"UN chief António Guterres announced on Thursday that he had appointed a Personal Envoy who would be travelling to Bolivia later in the day, to offer support to national leaders, following the departure of former president, Evo Morales.",Bolivia,Americas,Americas,76,0.212,0.466,0.321,0.2732,0.14776346,0.7840777,0.068158835,positive,neutral
"Iraqis paying an ‘unthinkable price’ to be heard, UN envoy tells politicians in Baghdad",https://news.un.org/en/story/2019/11/1051311,2019-11-13 12:00:00+00:00,Middle East,"Noting that the people of Iraq were at “a critical juncture”, the top UN Envoy in the country told parliamentarians there on Thursday that over the past six weeks, hundreds of thousands have been peacefully voicing their “genuine, legitimate, demands, loud and clear”.",Iraq,Middle East,Middle East,77,0.0,1.0,0.0,0.0,0.47456074,0.5052577,0.020181477,neutral,neutral
"‘No justification’ for attacks against civilians, UN envoy says on mounting cross-border violence in Gaza",https://news.un.org/en/story/2019/11/1051251,2019-11-13 12:00:00+00:00,Middle East,"Following Israel's targeted killing of a Palestinian Islamic Jihad leader inside Gaza on Tuesday, the UN Special Coordinator for the Middle East Peace Process has expressed his growing concern over increasing rocket fire across the border between Israel and the Gaza Strip.",Palestine,Middle East,Middle East,78,0.35,0.65,0.0,-0.7906,0.729458,0.26502597,0.005516045,negative,negative
UN chief welcomes decision to delay formation of South Sudan unity government,https://news.un.org/en/story/2019/11/1051141,2019-11-12 12:00:00+00:00,Africa,The UN Secretary-General has welcomed the decision to push back the deadline for the formation of a unity Government in South Sudan.,South Sudan,Africa,Africa,79,0.153,0.667,0.18,0.1027,0.02283662,0.68384176,0.29332167,positive,neutral
Multilateralism must weather ‘challenges of today and tomorrow’ Guterres tells Paris Peace Forum,https://news.un.org/en/story/2019/11/1051081,2019-11-11 12:00:00+00:00,Global,"In a speech to the Paris Peace Forum in Paris on Monday, UN Secretary-General António Guterres said that to thrive, multilateralism had to adapt, mindful that “conflicts persist, creating suffering and displacement: our world is unsettled”.  He was speaking as commemorations took place in countries across the world, marking the official end of the First World War, in 1918.",Unknown,Unknown,Global,80,0.0,0.774,0.226,0.5423,0.09197861,0.81275654,0.09526489,positive,neutral
UN chief calls for Bolivians to ensure credible elections as Morales resigns; protection for diplomatic missions,https://news.un.org/en/story/2019/11/1051031,2019-11-10 12:00:00+00:00,Americas,"United Nations Secretary-General António Guterres has urged all concerned parties in Bolivia to “refrain from violence, reduce tension and exercise maximum restraint” in the wake of the resignation of President Evo Morales earlier on Sunday.",Unknown,Unknown,Americas,81,0.122,0.741,0.138,0.0772,0.1088246,0.8238565,0.06731891,positive,neutral
"Friday’s Daily Brief: Syria war update as talks continue, ‘credible evidence’ Morsi death due to prison conditions, force condemned in Chile protests",https://news.un.org/en/story/2019/11/1051021,2019-11-08 12:00:00+00:00,Middle East,"A recap of Friday’s stories in brief: Ongoing upheaval threatens civilians in Syria; ‘Brutal’ prison conditions may have prompted Morsi’s death; Rights experts condemn use of force in Chile protests; ICJ will hear claims by Ukraine; 60,000 youth refugees who travelled alone, in need across Italy.",SY,Middle East,Middle East,82,0.483,0.517,0.0,-0.9423,0.49087894,0.4966477,0.012473366,negative,neutral
Top UN court will consider Ukraine allegations against Russia of treaty violations,https://news.un.org/en/story/2019/11/1051001,2019-11-08 12:00:00+00:00,Europe,"The International Court of Justice (ICJ) has agreed to hear claims by Ukraine related to the conflict in the east of the country, where Government forces have been fighting mostly pro-Russian separatists, for more than five years.",RU,Europe,Europe,83,0.224,0.658,0.118,-0.3818,0.22851081,0.75805104,0.01343819,negative,neutral
Violence can ‘never be the answer’: UN rights experts condemn excessive force during Chile protests,https://news.un.org/en/story/2019/11/1051011,2019-11-08 12:00:00+00:00,Americas,"United Nations human rights experts on Friday condemned the excessive use of force during Chile’s ongoing street protests, and in a statement underscored that violence “can never be the answer to people's social and political demands”.",Chile,Americas,Americas,84,0.417,0.583,0.0,-0.8225,0.72765625,0.26205593,0.010287843,negative,negative
Hundreds of thousands of civilians at risk in Syria amid ongoing violence in northeast and northwest,https://news.un.org/en/story/2019/11/1050961,2019-11-08 12:00:00+00:00,Middle East,"Almost daily violence targeting built-up areas and health facilities in Syria continues to threaten the lives of civilians there, UN rights experts and humanitarians said on Friday.",SY,Middle East,Middle East,85,0.307,0.693,0.0,-0.7351,0.9238287,0.07429598,0.0018752937,negative,negative
"Thursday’s Daily Brief: DR Congo warlord sentenced, Iraq protest latest, UN food outlook report, Syrian humanitarian update, tech and the food chain",https://news.un.org/en/story/2019/11/1050921,2019-11-07 12:00:00+00:00,,A recap of Thursday’s UN News stories: ‘Terminator’ warlord handed 30-year sentence; UN chief calls for ‘meaningful dialogue’ in Iraq; Disease slashes global meat output; Hostilities in northeast Syria a grave concern; and how the Montreal Protocol is impacting the food chain.,CD,Africa,Africa,86,0.134,0.866,0.0,-0.2732,0.28042543,0.7014729,0.018101707,negative,neutral
Guterres says justice must be done following deadly Burkina Faso convoy attack,https://news.un.org/en/story/2019/11/1050901,2019-11-07 12:00:00+00:00,Africa,"Authorities in Burkina Faso must “do everything in their power” to bring to justice the perpetrators of an attack on a mining company convoy in the West African nation on Wednesday, which killed dozens and left scores more injured, the UN chief said on Thursday.",Burkina Faso,Africa,Africa,87,0.188,0.606,0.206,0.0772,0.3074309,0.65643454,0.036134575,positive,neutral
